distances
384.864
400.44
344.226
681.093
783.198
423.567
281.166
425.873
367.356
435.02
361.764
454.071
37.0564
272.322
510.086
274.142
334.57
225.602
471.795
359.538
879.702
71.387
447.458
352.565
256.019
48.7962
477.687
64.4083
396.675
315.808
281.522
123.506
397.386
414.127
230.937
299.564
141.354
331.724
492.327
355.337
367.464
386.074
255.375
377.439
341.364
177.748
363.483
393.965
394.468
213.194
263.941
76.2399
59.4896
207.75
420.669
529.442
92.6803
172.942
174.971
20.1805
276.452
595.997
223.268
226.611
127.892
47.901
482.126
204.972
416.431
259.006
79.5635
186.749
554.033
64.0307
124.686
609.415
222.155
569.79
412.467
230.845
249.081
188.542
363.443
132.451
418.081
564.875
748.694
485.087
385.985
252.7
245.113
213.633
370.698
396.34
233.757
352.393
238.6
284.956
226.511
402.43
242.1
76.2651
287.426
477.206
269.444
343.111
367.603
435.607
481.932
258.844
236.82
602.223
294.209
416.277
281.161
411.703
245.941
334.18
437.049
113.2
388.02
323.021
406.693
208.008
536.424
250.564
35.2129
717.382
577.896
319.911
466.988
331.44
376.454
764.09
572.494
348.02
657.793
403.428
141.896
415.796
264.034
175.245
562.978
339.969
342.459
696.916
247.589
312.99
252.215
200.096
327.676
395.877
523.441
173.471
542.649
325.572
366.433
386.502
432.682
497.876
420.712
625.569
357.548
373.712
403.998
419.084
356.841
506.571
242.61
115.914
354.003
359.665
201.52
132.563
250.774
407.288
309.643
182.578
261.417
152.545
616.121
370.94
476.97
214.269
45.153
220.13
295.87
363.344
534.782
405
151.543
270.727
400.36
195.15
115.111
386.067
448.797
107.876
751.526
156.994
311.942
537.171
316.524
391.698
432.177
489.466
388.957
106.927
43.8104
366.836
47.7863
306.351
335.411
34.4459
333.687
98.7611
144.454
186.602
485.131
50.1675
513.044
336.209
370.55
397.001
215.67
385.676
399.542
85.2706
303.878
125.209
69.9006
567.703
261.742
408.85
305.442
293.389
499.329
243.508
757.827
162.085
517.918
261.39
209.459
72.6393
630.976
469.258
76.7704
302.483
451.726
301.65
262.258
314.51
92.0125
275.554
478.282
474.581
538.758
429.555
209.522
497.424
290.045
364.09
523.996
362.357
402.149
282.055
225.82
385.984
207.838
240.465
341.661
401.817
376.987
437.946
204.52
644.677
422.657
478.279
761.796
304.154
101.793
197.467
194.482
261.157
491.004
329.441
522.923
413.166
352.618
360.978
412.507
314.613
275.331
704.154
212.558
252.808
372.37
301.076
399.12
365.676
571.465
341.642
526.15
551.934
541.715
445.884
178.969
494.355
96.9
689.255
391.572
449.977
238.991
459.944
641.215
310.324
423.765
565.096
363.556
204.755
342.871
444.014
452.311
421.015
402.361
427.701
320.69
431.834
405.08
627.165
15.9051
452.401
302.765
320.929
459.264
216.556
334.462
174.604
53.06
66.6304
56.9947
55.4371
352.868
259.946
260.988
237.128
440.606
452.401
282.211
373.978
238.847
441.665
436.909
483.873
317.404
447.241
337.978
244.109
274.133
524.033
324.698
460.113
106.632
266.019
545.473
635.588
344.564
9.37034
578.332
414.269
674.033
549.767
151.405
108.124
309.632
338.285
517.894
124.555
361.172
274.216
238.406
180.616
586.019
311.569
484.651
638.202
293.15
707.874
300.374
368.17
233.169
269.418
414.818
414.891
596.202
551.741
100.953
72.8654
257.66
66.7342
527.311
75.0534
38.802
64.0172
472.914
129.15
381.718
361.378
32.9619
127.521
494.095
114.74
108.672
453.954
114.083
417.273
348.144
374.329
535.195
521.455
257.037
311.569
294.76
424.58
582.939
335.188
91.8481
52.3762
72.8263
116.838
335.676
240.224
406.248
645.721
66.5844
314.208
397.82
491.322
228.713
376.246
330.007
341.33
265.07
239.743
309.659
617.78
163.235
390.118
296.443
526.232
508.641
99.3235
238.698
375.258
418.766
464.212
477.056
215.625
437.911
909.466
88.5071
330.004
141.945
273.162
24.7526
457.074
238.58
408.368
114.368
444.976
359.352
372.459
491.597
33.7664
353.131
908.537
69.6512
55.0476
437.208
61.9955
268.968
217.808
498.353
231.283
427.224
122.397
431.021
151.58
169.071
465.347
387.937
398.362
557.384
277.881
149.366
35.5778
245.914
310.854
179.189
384.949
487.448
87.3803
352
129.231
358.354
165.424
231.771
139.004
63.3984
498.591
217.335
528.32
387.689
234.828
590.205
258.087
505.86
369.378
232.675
470.552
208.925
132.893
95.3529
286.555
134.94
463.971
30.8525
434.613
283.582
437.211
196.574
310.491
431.31
283.76
502.11
230.245
498.259
419.87
471.809
176.293
418.403
546.408
71.8171
98.6315
272.108
449.462
437.343
93.6006
340.699
299.167
258.684
366.632
317.914
78.9582
81.5105
252.602
434.14
200.366
193.782
26.3451
425.28
393.779
425.653
353.663
409.063
153.234
334.571
283.07
190.689
148.088
154.985
538.677
339.118
85.1069
412.858
138.4
414.884
402.064
437.408
328.151
226.813
548.904
398.929
263.772
243.746
444.945
56.7482
199.149
443.303
269.645
128.405
367.179
94.2407
234.349
514.984
271.755
420.219
317.378
143.334
409.548
111.987
443.639
466.924
120.055
437.018
33.8466
334.396
357.538
76.1675
110.465
392.974
537.838
680.615
70.9268
483.247
279.921
374.605
80.1651
447.101
109.391
160.447
191.427
686.446
360.596
181.311
89.9183
336.253
262.84
402.377
410.006
302.819
374.35
415.976
373.473
24.2437
662.571
833.375
388.766
293.782
431.208
385.251
436.175
396.733
64.4776
463.493
385.548
82.3932
510.228
217.122
458.038
287.397
342.444
335.244
513.607
218.288
310.837
120.515
476.787
574.123
723.575
89.2114
287.047
252.604
633.659
215.055
100.331
408.565
240.47
672.865
289.277
505.346
491.35
585.329
345.557
247.726
247.964
456.524
283.158
363.879
239.807
485.897
425.952
221.6
207.734
366.594
457.454
385.251
200.115
125.867
267.807
63.2639
481.937
415.703
95.8438
220.601
405.387
417.656
610.934
603.456
491.201
352.382
298.258
259.855
571.193
440.264
504.02
303.225
392.338
313.448
317.862
513.375
521.922
508.051
407.546
375.972
235.547
459.665
480.466
609.515
438.898
92.5841
385.44
353.878
405.013
427.592
448.496
213.077
419.12
200.89
141.706
31.7096
73.8275
271.706
522.754
218.014
251.116
266.19
221.023
377.462
345.803
536.289
448.069
47.7237
99.4626
380.79
443.241
63.33
307.468
301.042
371.093
59.5762
419.451
550.098
36.5686
378.685
141.822
280.547
287.777
54.7958
243.77
553.332
431.809
253.62
444.578
460.294
487.697
480.536
34.5696
358.64
49.4403
290.565
750.936
233.109
473.051
